AMI_10,B
AMI_2,B
AMI_7A,B
AMI_8A,B
CAC_1,B
CAC_2,B
CAC_3,B
EDV,NULL
ED_1B,G
ED_2B,G
HF_1,B
HF_2,B
HF_3,B
IMM_2,B
IMM_3_FAC_ADHPCT,B
OP_1,G
OP_18B,G
OP_2,B
OP_20,G
OP_21,G
OP_22,G
OP_23,B
OP_3B,G
OP_4,B
OP_5,G
OP_6,B
OP_7,B
PC_01,G
PN_6,B
SCIP_CARD_2,B
SCIP_INF_1,B
SCIP_INF_10,B
SCIP_INF_2,B
SCIP_INF_3,B
SCIP_INF_4,B
SCIP_INF_9,B
SCIP_VTE_2,B
STK_1,B
STK_10,B
STK_2,B
STK_3,B
STK_4,B
STK_5,B
STK_6,B
STK_8,B
VTE_1,B
VTE_2,B
VTE_3,B
VTE_4,B
VTE_5,B
VTE_6,G
